,MMIN,CHMAX,MYCT,MMAX,CASH,CHMIN,PRP,adviser,amdahl,apollo,basf,bti,burroughs,c.r.d,cambex,cdc,dec,dg,formation,four-phase,gould,harris,honeywell,hp,ibm,ipl,magnuson,microdata,nas,ncr,nixdorf,perkin-elmer,prime,siemens,sperry,sratus,wang
0,0.25107383385349114,1.0,0.4896502294269204,-0.43338801332768084,1.0,0.8164965809277261,0.7512972389951995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.8744630830732544,0.6761234037828133,0.13107792101787952,1.8933935767559245,0.4338609156373123,0.5773502691896258,0.8171431693106419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.8744630830732544,0.6761234037828133,0.13107792101787952,1.8933935767559245,0.4338609156373123,0.5773502691896258,0.7739361331263583,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.8744630830732544,0.6761234037828133,0.13107792101787952,1.8933935767559245,0.4338609156373123,0.5773502691896258,0.7210493332784442,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.8744630830732544,0.47809144373375745,0.13107792101787952,0.6914291735499785,0.4338609156373123,0.5773502691896258,0.6641746428401978,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.8744630830732544,0.6761234037828133,0.1042775361625995,1.8933935767559245,0.6135719910778963,0.5773502691896258,0.853099643063727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1.0,0.6761234037828133,0.07418769439623629,1.8933935767559245,0.6135719910778963,0.8164965809277261,0.8838928717317673,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1.0,0.6761234037828133,0.07418769439623629,1.8933935767559245,0.6135719910778963,0.8164965809277261,0.9455609178315987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1.0,0.6761234037828133,0.07418769439623629,1.8933935767559245,0.6135719910778963,0.8164965809277261,0.9999999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1.0,0.9561828874675149,0.07418769439623629,1.8933935767559245,0.8677218312746247,1.0,0.9999999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.4978523322930176,0.16903085094570333,0.7751181000200421,-0.9538538671381562,0.0,0.20412414523193154,0.3966141848277359,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0.37661075078023687,0.2927700218845599,0.7751181000200421,-0.8531774927638667,0.15339299776947407,0.20412414523193154,0.407635614003817,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.6233892492197631,0.33806170189140666,0.30951484567032994,-0.1584880067017872,0.6183469424008422,0.20412414523193154,0.5866034307165039,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0.7489261661465089,0.33806170189140666,0.2647683294469624,0.6914291735499785,0.6183469424008422,0.20412414523193154,0.6737260268715057,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0.0,0.23904572186687872,0.7423459762433972,-2.0268437220638447,0.0,0.20412414523193154,0.10976149028616045,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.37661075078023687,0.6761234037828133,0.6050015098290155,0.6914291735499785,0.0,0.4082482904638631,0.3789436221135115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
